"","datetimeAK","temp.water.MDS","DO.obs.MDS","temp.water.MUS","DO.obs.MUS"
"3740",2022-07-05 15:45:00,9.74,10.833,9.718,10.994
"3741",2022-07-05 16:00:00,9.814,10.793,9.755,10.98
"3742",2022-07-05 16:15:00,9.851,10.794,9.828,10.944
"3743",2022-07-05 16:30:00,9.896,10.754,9.874,10.914
"3744",2022-07-05 16:45:00,9.906,10.738,9.892,10.891
"3745",2022-07-05 17:00:00,9.942,10.696,9.92,10.862
"3746",2022-07-05 17:15:00,9.979,10.651,9.938,10.829
"3747",2022-07-05 17:30:00,9.997,10.647,9.956,10.809
"3748",2022-07-05 17:45:00,10.006,10.605,9.993,10.781
"3749",2022-07-05 18:00:00,10.024,10.576,10.02,10.775
"3750",2022-07-05 18:15:00,10.034,10.565,10.084,10.724
"3751",2022-07-05 18:30:00,10.098,10.525,10.13,10.706
"3752",2022-07-05 18:45:00,10.143,10.499,10.157,10.684
"3753",2022-07-05 19:00:00,10.207,10.468,10.24,10.642
"3754",2022-07-05 19:15:00,10.244,10.448,10.285,10.617
"3755",2022-07-05 19:30:00,10.298,10.418,10.331,10.579
"3756",2022-07-05 19:45:00,10.335,10.398,10.403,10.539
"3757",2022-07-05 20:00:00,10.398,10.356,10.449,10.52
"3758",2022-07-05 20:15:00,10.426,10.319,10.485,10.509
"3759",2022-07-05 20:30:00,10.498,10.302,10.549,10.467
"3760",2022-07-05 20:45:00,10.544,10.285,10.603,10.463
"3761",2022-07-05 21:00:00,10.607,10.263,10.658,10.464
"3762",2022-07-05 21:15:00,10.634,10.269,10.703,10.432
"3763",2022-07-05 21:30:00,10.707,10.229,10.775,10.41
"3764",2022-07-05 21:45:00,10.761,10.214,10.766,10.406
"3765",2022-07-05 22:00:00,10.788,10.186,10.82,10.386
"3766",2022-07-05 22:15:00,10.797,10.177,10.866,10.353
"3767",2022-07-05 22:30:00,10.86,10.146,10.902,10.339
"3768",2022-07-05 22:45:00,10.869,10.132,10.911,10.328
"3769",2022-07-05 23:00:00,10.897,10.138,10.92,10.326
"3770",2022-07-05 23:15:00,10.915,10.106,10.929,10.323
"3771",2022-07-05 23:30:00,10.933,10.101,10.929,10.32
"3772",2022-07-05 23:45:00,10.915,10.105,10.947,10.309
"3773",2022-07-06 00:00:00,10.915,10.105,10.929,10.309
"3774",2022-07-06 00:15:00,10.924,10.103,10.911,10.311
"3775",2022-07-06 00:30:00,10.906,10.117,10.857,10.339
"3776",2022-07-06 00:45:00,10.851,10.117,10.829,10.321
"3777",2022-07-06 01:00:00,10.842,10.115,10.793,10.342
"3778",2022-07-06 01:15:00,10.788,10.135,10.712,10.354
"3779",2022-07-06 01:30:00,10.743,10.138,10.676,10.373
"3780",2022-07-06 01:45:00,10.707,10.131,10.621,10.374
"3781",2022-07-06 02:00:00,10.643,10.15,10.558,10.395
"3782",2022-07-06 02:15:00,10.589,10.166,10.503,10.395
"3783",2022-07-06 02:30:00,10.507,10.183,10.431,10.423
"3784",2022-07-06 02:45:00,10.471,10.202,10.367,10.441
"3785",2022-07-06 03:00:00,10.407,10.215,10.312,10.458
"3786",2022-07-06 03:15:00,10.335,10.233,10.23,10.476
"3787",2022-07-06 03:30:00,10.271,10.263,10.185,10.494
"3788",2022-07-06 03:45:00,10.207,10.267,10.094,10.52
"3789",2022-07-06 04:00:00,10.152,10.298,10.03,10.55
"3790",2022-07-06 04:15:00,10.052,10.325,9.975,10.558
"3791",2022-07-06 04:30:00,10.015,10.329,9.92,10.564
"3792",2022-07-06 04:45:00,9.951,10.352,9.828,10.596
"3793",2022-07-06 05:00:00,9.86,10.374,9.764,10.62
"3794",2022-07-06 05:15:00,9.814,10.392,9.69,10.653
"3795",2022-07-06 05:30:00,9.768,10.411,9.635,10.662
"3796",2022-07-06 05:45:00,9.713,10.434,9.598,10.686
"3797",2022-07-06 06:00:00,9.639,10.467,9.543,10.703
"3798",2022-07-06 06:15:00,9.584,10.492,9.506,10.723
"3799",2022-07-06 06:30:00,9.538,10.516,9.451,10.734
"3800",2022-07-06 06:45:00,9.52,10.501,9.405,10.753
"3801",2022-07-06 07:00:00,9.446,10.526,9.368,10.764
"3802",2022-07-06 07:15:00,9.4,10.553,9.294,10.787
"3803",2022-07-06 07:30:00,9.335,10.58,9.266,10.799
"3804",2022-07-06 07:45:00,9.307,10.585,9.22,10.825
"3805",2022-07-06 08:00:00,9.261,10.614,9.183,10.851
"3806",2022-07-06 08:15:00,9.243,10.631,9.136,10.876
"3807",2022-07-06 08:30:00,9.196,10.67,9.127,10.887
"3808",2022-07-06 08:45:00,9.169,10.696,9.081,10.925
"3809",2022-07-06 09:00:00,9.15,10.711,9.081,10.93
"3810",2022-07-06 09:15:00,9.131,10.729,9.043,10.95
"3811",2022-07-06 09:30:00,9.104,10.747,9.025,10.982
"3812",2022-07-06 09:45:00,9.113,10.763,9.043,10.986
"3813",2022-07-06 10:00:00,9.076,10.793,9.016,10.991
"3814",2022-07-06 10:15:00,9.076,10.818,8.997,11.028
"3815",2022-07-06 10:30:00,9.076,10.82,8.997,11.028
"3816",2022-07-06 10:45:00,9.048,10.854,8.978,11.054
"3817",2022-07-06 11:00:00,9.039,10.869,8.969,11.058
"3818",2022-07-06 11:15:00,9.057,10.858,8.997,11.062
"3819",2022-07-06 11:30:00,9.057,10.869,9.006,11.058
"3820",2022-07-06 11:45:00,9.067,10.881,9.025,11.057
"3821",2022-07-06 12:00:00,9.076,10.892,9.016,11.084
"3822",2022-07-06 12:15:00,9.094,10.896,9.043,11.075
"3823",2022-07-06 12:30:00,9.122,10.904,9.071,11.071
"3824",2022-07-06 12:45:00,9.159,10.911,9.09,11.08
"3825",2022-07-06 13:00:00,9.169,10.91,9.118,11.081
"3826",2022-07-06 13:15:00,9.196,10.917,9.136,11.077
"3827",2022-07-06 13:30:00,9.224,10.902,9.173,11.078
"3828",2022-07-06 13:45:00,9.27,10.888,9.22,11.056
"3829",2022-07-06 14:00:00,9.28,10.891,9.247,11.046
"3830",2022-07-06 14:15:00,9.344,10.887,9.275,11.049
"3831",2022-07-06 14:30:00,9.354,10.872,9.303,11.044
"3832",2022-07-06 14:45:00,9.409,10.863,9.34,11.019
"3833",2022-07-06 15:00:00,9.427,10.847,9.395,11.004
"3834",2022-07-06 15:15:00,9.446,10.85,9.423,11.011
"3835",2022-07-06 15:30:00,9.474,10.839,9.442,10.996
"3836",2022-07-06 15:45:00,9.538,10.808,9.479,10.975
"3837",2022-07-06 16:00:00,9.575,10.789,9.543,10.963
"3838",2022-07-06 16:15:00,9.603,10.796,9.607,10.937
"3839",2022-07-06 16:30:00,9.676,10.76,9.644,10.919
"3840",2022-07-06 16:45:00,9.704,10.738,9.681,10.888
"3841",2022-07-06 17:00:00,9.75,10.695,9.718,10.856
"3842",2022-07-06 17:15:00,9.759,10.664,9.745,10.825
"3843",2022-07-06 17:30:00,9.786,10.637,9.773,10.773
"3844",2022-07-06 17:45:00,9.823,10.569,9.837,10.724
"3845",2022-07-06 18:00:00,9.851,10.538,9.856,10.725
"3846",2022-07-06 18:15:00,9.906,10.501,9.929,10.682
"3847",2022-07-06 18:30:00,9.96,10.494,9.993,10.653
"3848",2022-07-06 18:45:00,10.006,10.472,10.03,10.645
"3849",2022-07-06 19:00:00,10.07,10.453,10.094,10.624
"3850",2022-07-06 19:15:00,10.125,10.423,10.157,10.595
"3851",2022-07-06 19:30:00,10.171,10.397,10.212,10.57
"3852",2022-07-06 19:45:00,10.225,10.361,10.276,10.536
"3853",2022-07-06 20:00:00,10.289,10.324,10.331,10.507
"3854",2022-07-06 20:15:00,10.335,10.308,10.367,10.479
"3855",2022-07-06 20:30:00,10.38,10.27,10.403,10.464
"3856",2022-07-06 20:45:00,10.435,10.239,10.467,10.435
"3857",2022-07-06 21:00:00,10.489,10.224,10.54,10.413
"3858",2022-07-06 21:15:00,10.535,10.197,10.603,10.383
"3859",2022-07-06 21:30:00,10.598,10.164,10.648,10.361
"3860",2022-07-06 21:45:00,10.634,10.142,10.712,10.331
"3861",2022-07-06 22:00:00,10.698,10.12,10.73,10.329
"3862",2022-07-06 22:15:00,10.725,10.096,10.766,10.3
"3863",2022-07-06 22:30:00,10.752,10.088,10.766,10.304
"3864",2022-07-06 22:45:00,10.788,10.063,10.82,10.286
"3865",2022-07-06 23:00:00,10.788,10.073,10.838,10.274
"3866",2022-07-06 23:15:00,10.824,10.052,10.838,10.264
"3867",2022-07-06 23:30:00,10.815,10.047,10.848,10.26
"3868",2022-07-06 23:45:00,10.851,10.03,10.829,10.268
"3869",2022-07-07 00:00:00,10.833,10.045,10.802,10.261
"3870",2022-07-07 00:15:00,10.815,10.049,10.82,10.252
"3871",2022-07-07 00:30:00,10.824,10.037,10.784,10.265
"3872",2022-07-07 00:45:00,10.797,10.039,10.748,10.284
"3873",2022-07-07 01:00:00,10.779,10.045,10.721,10.291
"3874",2022-07-07 01:15:00,10.734,10.06,10.685,10.304
"3875",2022-07-07 01:30:00,10.671,10.077,10.658,10.309
"3876",2022-07-07 01:45:00,10.661,10.089,10.603,10.322
"3877",2022-07-07 02:00:00,10.625,10.098,10.567,10.342
"3878",2022-07-07 02:15:00,10.589,10.101,10.521,10.357
"3879",2022-07-07 02:30:00,10.544,10.111,10.494,10.357
"3880",2022-07-07 02:45:00,10.516,10.126,10.44,10.377
"3881",2022-07-07 03:00:00,10.453,10.14,10.394,10.388
"3882",2022-07-07 03:15:00,10.435,10.147,10.358,10.394
"3883",2022-07-07 03:30:00,10.389,10.171,10.294,10.413
"3884",2022-07-07 03:45:00,10.298,10.192,10.221,10.45
"3885",2022-07-07 04:00:00,10.253,10.196,10.167,10.456
"3886",2022-07-07 04:15:00,10.198,10.228,10.103,10.475
"3887",2022-07-07 04:30:00,10.143,10.248,10.039,10.483
"3888",2022-07-07 04:45:00,10.088,10.265,10.011,10.498
"3889",2022-07-07 05:00:00,10.034,10.282,9.947,10.52
"3890",2022-07-07 05:15:00,9.997,10.286,9.892,10.536
"3891",2022-07-07 05:30:00,9.915,10.316,9.856,10.55
"3892",2022-07-07 05:45:00,9.887,10.32,9.764,10.589
"3893",2022-07-07 06:00:00,9.823,10.351,9.718,10.597
"3894",2022-07-07 06:15:00,9.786,10.357,9.672,10.605
"3895",2022-07-07 06:30:00,9.704,10.395,9.626,10.624
"3896",2022-07-07 06:45:00,9.667,10.4,9.58,10.634
"3897",2022-07-07 07:00:00,9.603,10.421,9.534,10.655
"3898",2022-07-07 07:15:00,9.547,10.446,9.479,10.68
"3899",2022-07-07 07:30:00,9.529,10.46,9.423,10.702
"3900",2022-07-07 07:45:00,9.464,10.473,9.377,10.713
"3901",2022-07-07 08:00:00,9.427,10.485,9.34,10.722
"3902",2022-07-07 08:15:00,9.391,10.506,9.285,10.754
"3903",2022-07-07 08:30:00,9.326,10.524,9.257,10.771
"3904",2022-07-07 08:45:00,9.298,10.54,9.192,10.791
"3905",2022-07-07 09:00:00,9.27,10.56,9.164,10.796
"3906",2022-07-07 09:15:00,9.224,10.578,9.146,10.804
"3907",2022-07-07 09:30:00,9.187,10.588,9.118,10.817
"3908",2022-07-07 09:45:00,9.169,10.586,9.081,10.816
"3909",2022-07-07 10:00:00,9.131,10.593,9.043,10.828
"3910",2022-07-07 10:15:00,9.094,10.631,9.006,10.842
"3911",2022-07-07 10:30:00,9.057,10.624,8.988,10.853
"3912",2022-07-07 10:45:00,9.002,10.659,8.941,10.884
"3913",2022-07-07 11:00:00,9.011,10.665,8.951,10.901
"3914",2022-07-07 11:15:00,8.992,10.716,8.978,10.923
"3915",2022-07-07 11:30:00,9.02,10.739,8.978,10.985
"3916",2022-07-07 11:45:00,9.048,10.769,9.006,10.994
"3917",2022-07-07 12:00:00,9.076,10.785,8.997,11.01
"3918",2022-07-07 12:15:00,9.057,10.815,8.988,11.038
"3919",2022-07-07 12:30:00,9.104,10.834,9.016,11.046
"3920",2022-07-07 12:45:00,9.122,10.841,9.071,11.043
"3921",2022-07-07 13:00:00,9.159,10.841,9.099,11.039
"3922",2022-07-07 13:15:00,9.206,10.826,9.127,11.036
"3923",2022-07-07 13:30:00,9.215,10.834,9.155,11.039
"3924",2022-07-07 13:45:00,9.261,10.826,9.21,11.026
"3925",2022-07-07 14:00:00,9.298,10.82,9.238,11.03
"3926",2022-07-07 14:15:00,9.326,10.812,9.257,11.027
"3927",2022-07-07 14:30:00,9.372,10.808,9.275,11.012
"3928",2022-07-07 14:45:00,9.363,10.808,9.294,11.014
"3929",2022-07-07 15:00:00,9.391,10.808,9.34,10.999
"3930",2022-07-07 15:15:00,9.427,10.801,9.358,11.003
"3931",2022-07-07 15:30:00,9.464,10.783,9.414,10.973
"3932",2022-07-07 15:45:00,9.483,10.785,9.414,10.972
"3933",2022-07-07 16:00:00,9.51,10.77,9.451,10.954
"3934",2022-07-07 16:15:00,9.547,10.759,9.497,10.93
"3935",2022-07-07 16:30:00,9.566,10.764,9.506,10.927
"3936",2022-07-07 16:45:00,9.621,10.728,9.543,10.913
"3937",2022-07-07 17:00:00,9.639,10.708,9.534,10.899
"3938",2022-07-07 17:15:00,9.658,10.679,9.552,10.871
"3939",2022-07-07 17:30:00,9.621,10.666,9.552,10.858
"3940",2022-07-07 17:45:00,9.639,10.653,9.589,10.838
"3941",2022-07-07 18:00:00,9.667,10.642,9.635,10.832
"3942",2022-07-07 18:15:00,9.704,10.638,9.709,10.816
"3943",2022-07-07 18:30:00,9.731,10.616,9.745,10.805
"3944",2022-07-07 18:45:00,9.777,10.606,9.782,10.789
"3945",2022-07-07 19:00:00,9.832,10.571,9.856,10.749
"3946",2022-07-07 19:15:00,9.878,10.526,9.901,10.697
"3947",2022-07-07 19:30:00,9.933,10.497,9.938,10.676
"3948",2022-07-07 19:45:00,9.942,10.448,9.993,10.615
"3949",2022-07-07 20:00:00,10.006,10.38,10.02,10.586
"3950",2022-07-07 20:15:00,10.024,10.344,10.066,10.552
"3951",2022-07-07 20:30:00,10.061,10.295,10.139,10.499
"3952",2022-07-07 20:45:00,10.116,10.254,10.167,10.475
"3953",2022-07-07 21:00:00,10.152,10.234,10.23,10.449
"3954",2022-07-07 21:15:00,10.198,10.218,10.258,10.449
"3955",2022-07-07 21:30:00,10.253,10.198,10.312,10.427
"3956",2022-07-07 21:45:00,10.298,10.197,10.385,10.405
"3957",2022-07-07 22:00:00,10.344,10.194,10.44,10.41
"3958",2022-07-07 22:15:00,10.407,10.165,10.485,10.38
"3959",2022-07-07 22:30:00,10.444,10.146,10.521,10.362
"3960",2022-07-07 22:45:00,10.498,10.129,10.549,10.376
"3961",2022-07-07 23:00:00,10.544,10.119,10.585,10.329
"3962",2022-07-07 23:15:00,10.58,10.095,10.603,10.323
"3963",2022-07-07 23:30:00,10.589,10.098,10.63,10.307
"3964",2022-07-07 23:45:00,10.616,10.086,10.621,10.307
"3965",2022-07-08 00:00:00,10.616,10.067,10.639,10.302
"3966",2022-07-08 00:15:00,10.634,10.063,10.612,10.298
"3967",2022-07-08 00:30:00,10.616,10.071,10.621,10.309
"3968",2022-07-08 00:45:00,10.625,10.07,10.612,10.309
"3969",2022-07-08 01:00:00,10.616,10.07,10.594,10.316
"3970",2022-07-08 01:15:00,10.571,10.096,10.558,10.325
"3971",2022-07-08 01:30:00,10.58,10.089,10.531,10.337
"3972",2022-07-08 01:45:00,10.535,10.096,10.476,10.346
"3973",2022-07-08 02:00:00,10.489,10.099,10.412,10.362
"3974",2022-07-08 02:15:00,10.416,10.132,10.349,10.373
"3975",2022-07-08 02:30:00,10.362,10.123,10.267,10.386
"3976",2022-07-08 02:45:00,10.316,10.139,10.185,10.424
"3977",2022-07-08 03:00:00,10.225,10.17,10.112,10.44
"3978",2022-07-08 03:15:00,10.134,10.196,10.03,10.465
"3979",2022-07-08 03:30:00,10.043,10.221,9.929,10.5
"3980",2022-07-08 03:45:00,9.96,10.239,9.828,10.528
"3981",2022-07-08 04:00:00,9.841,10.282,9.745,10.537
"3982",2022-07-08 04:15:00,9.786,10.297,9.654,10.568
"3983",2022-07-08 04:30:00,9.685,10.315,9.561,10.602
"3984",2022-07-08 04:45:00,9.603,10.339,9.46,10.634
"3985",2022-07-08 05:00:00,9.51,10.389,9.368,10.667
"3986",2022-07-08 05:15:00,9.391,10.412,9.285,10.699
"3987",2022-07-08 05:30:00,9.298,10.445,9.192,10.717
"3988",2022-07-08 05:45:00,9.252,10.469,9.136,10.746
"3989",2022-07-08 06:00:00,9.178,10.501,9.062,10.771
"3990",2022-07-08 06:15:00,9.113,10.53,9.025,10.779
"3991",2022-07-08 06:30:00,9.057,10.557,8.951,10.827
"3992",2022-07-08 06:45:00,9.02,10.581,8.941,10.824
"3993",2022-07-08 07:00:00,8.974,10.605,8.904,10.848
"3994",2022-07-08 07:15:00,8.955,10.614,8.885,10.856
"3995",2022-07-08 07:30:00,8.909,10.649,8.839,10.893
"3996",2022-07-08 07:45:00,8.899,10.652,8.802,10.917
"3997",2022-07-08 08:00:00,8.871,10.68,8.783,10.935
"3998",2022-07-08 08:15:00,8.834,10.707,8.755,10.956
"3999",2022-07-08 08:30:00,8.806,10.721,8.727,10.971
"4000",2022-07-08 08:45:00,8.778,10.749,8.718,10.971
"4001",2022-07-08 09:00:00,8.75,10.76,8.671,11.006
"4002",2022-07-08 09:15:00,8.713,10.804,8.624,11.037
"4003",2022-07-08 09:30:00,8.694,10.825,8.615,11.062
"4004",2022-07-08 09:45:00,8.685,10.839,8.587,11.079
"4005",2022-07-08 10:00:00,8.657,10.869,8.568,11.104
"4006",2022-07-08 10:15:00,8.629,10.904,8.549,11.127
"4007",2022-07-08 10:30:00,8.629,10.899,8.54,11.151
"4008",2022-07-08 10:45:00,8.591,10.948,8.512,11.16
"4009",2022-07-08 11:00:00,8.573,10.962,8.493,11.179
"4010",2022-07-08 11:15:00,8.554,10.963,8.446,11.206
"4011",2022-07-08 11:30:00,8.516,11.005,8.455,11.21
"4012",2022-07-08 11:45:00,8.535,11.011,8.437,11.228
"4013",2022-07-08 12:00:00,8.535,11.012,8.437,11.219
"4014",2022-07-08 12:15:00,8.507,11.034,8.427,11.232
"4015",2022-07-08 12:30:00,8.479,11.065,8.409,11.248
"4016",2022-07-08 12:45:00,8.507,11.058,8.409,11.262
"4017",2022-07-08 13:00:00,8.498,11.052,8.418,11.272
"4018",2022-07-08 13:15:00,8.507,11.066,8.418,11.29
"4019",2022-07-08 13:30:00,8.526,11.066,8.427,11.291
"4020",2022-07-08 13:45:00,8.535,11.074,8.446,11.288
"4021",2022-07-08 14:00:00,8.545,11.077,8.455,11.299
"4022",2022-07-08 14:15:00,8.554,11.093,8.474,11.283
"4023",2022-07-08 14:30:00,8.545,11.095,8.484,11.29
"4024",2022-07-08 14:45:00,8.563,11.088,8.512,11.273
"4025",2022-07-08 15:00:00,8.582,11.084,8.549,11.259
"4026",2022-07-08 15:15:00,8.591,11.081,8.549,11.277
"4027",2022-07-08 15:30:00,8.647,11.043,8.587,11.252
"4028",2022-07-08 15:45:00,8.657,11.053,8.624,11.235
"4029",2022-07-08 16:00:00,8.694,11.028,8.652,11.231
"4030",2022-07-08 16:15:00,8.713,11.024,8.718,11.201
"4031",2022-07-08 16:30:00,8.769,11.01,8.755,11.181
"4032",2022-07-08 16:45:00,8.815,10.981,8.783,11.181
"4033",2022-07-08 17:00:00,8.862,10.96,8.82,11.142
"4034",2022-07-08 17:15:00,8.881,10.939,8.848,11.121
"4035",2022-07-08 17:30:00,8.909,10.909,8.867,11.089
"4036",2022-07-08 17:45:00,8.946,10.883,8.923,11.064
"4037",2022-07-08 18:00:00,8.964,10.865,8.978,11.03
"4038",2022-07-08 18:15:00,9.02,10.833,9.006,11.013
"4039",2022-07-08 18:30:00,9.076,10.81,9.053,10.988
"4040",2022-07-08 18:45:00,9.085,10.794,9.118,10.953
"4041",2022-07-08 19:00:00,9.159,10.737,9.201,10.905
"4042",2022-07-08 19:15:00,9.215,10.698,9.238,10.875
"4043",2022-07-08 19:30:00,9.261,10.672,9.294,10.864
"4044",2022-07-08 19:45:00,9.317,10.662,9.331,10.867
"4045",2022-07-08 20:00:00,9.4,10.659,9.432,10.842
"4046",2022-07-08 20:15:00,9.455,10.65,9.46,10.848
"4047",2022-07-08 20:30:00,9.52,10.62,9.525,10.814
"4048",2022-07-08 20:45:00,9.547,10.604,9.525,10.796
"4049",2022-07-08 21:00:00,9.575,10.559,9.58,10.74
"4050",2022-07-08 21:15:00,9.603,10.522,9.598,10.712
"4051",2022-07-08 21:30:00,9.603,10.494,9.617,10.674
"4052",2022-07-08 21:45:00,9.63,10.445,9.644,10.642
"4053",2022-07-08 22:00:00,9.639,10.415,9.654,10.617
"4054",2022-07-08 22:15:00,9.658,10.392,9.663,10.611
"4055",2022-07-08 22:30:00,9.667,10.381,9.663,10.604
"4056",2022-07-08 22:45:00,9.676,10.374,9.699,10.582
"4057",2022-07-08 23:00:00,9.695,10.361,9.718,10.593
"4058",2022-07-08 23:15:00,9.695,10.372,9.709,10.593
"4059",2022-07-08 23:30:00,9.704,10.362,9.699,10.591
"4060",2022-07-08 23:45:00,9.731,10.36,9.709,10.599
"4061",2022-07-09 00:00:00,9.74,10.345,9.699,10.597
"4062",2022-07-09 00:15:00,9.695,10.344,9.709,10.587
"4063",2022-07-09 00:30:00,9.713,10.352,9.699,10.583
"4064",2022-07-09 00:45:00,9.713,10.357,9.672,10.607
"4065",2022-07-09 01:00:00,9.695,10.363,9.663,10.591
"4066",2022-07-09 01:15:00,9.667,10.356,9.607,10.614
"4067",2022-07-09 01:30:00,9.639,10.377,9.589,10.617
"4068",2022-07-09 01:45:00,9.603,10.377,9.543,10.621
"4069",2022-07-09 02:00:00,9.566,10.399,9.497,10.631
"4070",2022-07-09 02:15:00,9.529,10.395,9.451,10.659
"4071",2022-07-09 02:30:00,9.464,10.433,9.414,10.661
"4072",2022-07-09 02:45:00,9.437,10.437,9.377,10.672
"4073",2022-07-09 03:00:00,9.372,10.456,9.312,10.702
"4074",2022-07-09 03:15:00,9.335,10.451,9.275,10.687
"4075",2022-07-09 03:30:00,9.28,10.457,9.229,10.705
"4076",2022-07-09 03:45:00,9.252,10.474,9.183,10.712
"4077",2022-07-09 04:00:00,9.178,10.5,9.136,10.74
"4078",2022-07-09 04:15:00,9.159,10.5,9.081,10.753
"4079",2022-07-09 04:30:00,9.104,10.51,9.062,10.755
"4080",2022-07-09 04:45:00,9.039,10.538,9.006,10.774
"4081",2022-07-09 05:00:00,9.02,10.537,8.932,10.809
"4082",2022-07-09 05:15:00,8.964,10.55,8.885,10.818
"4083",2022-07-09 05:30:00,8.909,10.575,8.811,10.842
"4084",2022-07-09 05:45:00,8.853,10.598,8.764,10.863
"4085",2022-07-09 06:00:00,8.806,10.611,8.708,10.88
"4086",2022-07-09 06:15:00,8.741,10.654,8.652,10.906
"4087",2022-07-09 06:30:00,8.675,10.679,8.615,10.925
"4088",2022-07-09 06:45:00,8.647,10.707,8.577,10.945
"4089",2022-07-09 07:00:00,8.61,10.708,8.549,10.959
"4090",2022-07-09 07:15:00,8.563,10.736,8.502,10.976
"4091",2022-07-09 07:30:00,8.516,10.76,8.465,10.995
"4092",2022-07-09 07:45:00,8.516,10.769,8.437,11.013
"4093",2022-07-09 08:00:00,8.47,10.776,8.399,11.027
"4094",2022-07-09 08:15:00,8.479,10.769,8.371,11.014
"4095",2022-07-09 08:30:00,8.423,10.795,8.305,11.051
"4096",2022-07-09 08:45:00,8.357,10.82,8.286,11.062
"4097",2022-07-09 09:00:00,8.338,10.864,8.277,11.091
"4098",2022-07-09 09:15:00,8.348,10.864,8.249,11.127
"4099",2022-07-09 09:30:00,8.301,10.909,8.221,11.156
"4100",2022-07-09 09:45:00,8.272,10.919,8.173,11.161
"4101",2022-07-09 10:00:00,8.244,10.941,8.155,11.182
"4102",2022-07-09 10:15:00,8.225,10.955,8.126,11.199
"4103",2022-07-09 10:30:00,8.197,10.974,8.117,11.2
"4104",2022-07-09 10:45:00,8.188,10.98,8.089,11.21
"4105",2022-07-09 11:00:00,8.131,11.023,8.07,11.236
"4106",2022-07-09 11:15:00,8.141,11.03,8.051,11.251
"4107",2022-07-09 11:30:00,8.112,11.042,8.032,11.275
"4108",2022-07-09 11:45:00,8.103,11.046,8.013,11.284
"4109",2022-07-09 12:00:00,8.075,11.077,7.975,11.288
"4110",2022-07-09 12:15:00,8.046,11.08,7.956,11.296
"4111",2022-07-09 12:30:00,8.018,11.101,7.937,11.326
"4112",2022-07-09 12:45:00,7.99,11.127,7.947,11.32
"4113",2022-07-09 13:00:00,7.98,11.129,7.928,11.33
"4114",2022-07-09 13:15:00,7.961,11.129,7.918,11.344
"4115",2022-07-09 13:30:00,7.952,11.142,7.899,11.357
"4116",2022-07-09 13:45:00,7.971,11.167,7.918,11.375
"4117",2022-07-09 14:00:00,7.961,11.18,7.918,11.373
"4118",2022-07-09 14:15:00,7.971,11.184,7.899,11.371
"4119",2022-07-09 14:30:00,7.942,11.164,7.871,11.369
"4120",2022-07-09 14:45:00,7.942,11.137,7.862,11.352
"4121",2022-07-09 15:00:00,7.924,11.138,7.89,11.334
"4122",2022-07-09 15:15:00,7.933,11.156,7.862,11.368
"4123",2022-07-09 15:30:00,7.942,11.145,7.881,11.36
"4124",2022-07-09 15:45:00,7.942,11.17,7.918,11.363
"4125",2022-07-09 16:00:00,7.952,11.175,7.937,11.36
"4126",2022-07-09 16:15:00,7.999,11.14,7.966,11.341
"4127",2022-07-09 16:30:00,7.999,11.127,7.985,11.326
"4128",2022-07-09 16:45:00,7.999,11.149,8.004,11.314
"4129",2022-07-09 17:00:00,8.037,11.112,7.994,11.32
"4130",2022-07-09 17:15:00,8.075,11.099,8.041,11.302
"4131",2022-07-09 17:30:00,8.084,11.103,8.07,11.286
"4132",2022-07-09 17:45:00,8.075,11.088,8.06,11.291
"4133",2022-07-09 18:00:00,8.131,11.046,8.098,11.251
"4134",2022-07-09 18:15:00,8.131,11.039,8.126,11.224
"4135",2022-07-09 18:30:00,8.15,11.014,8.145,11.198
"4136",2022-07-09 18:45:00,8.16,10.994,8.145,11.191
"4137",2022-07-09 19:00:00,8.178,10.964,8.136,11.166
"4138",2022-07-09 19:15:00,8.188,10.93,8.173,11.137
"4139",2022-07-09 19:30:00,8.197,10.917,8.173,11.131
"4140",2022-07-09 19:45:00,8.207,10.906,8.211,11.104
"4141",2022-07-09 20:00:00,8.216,10.897,8.192,11.133
"4142",2022-07-09 20:15:00,8.244,10.891,8.23,11.112
"4143",2022-07-09 20:30:00,8.244,10.894,8.23,11.103
"4144",2022-07-09 20:45:00,8.254,10.873,8.258,11.078
"4145",2022-07-09 21:00:00,8.282,10.857,8.249,11.081
"4146",2022-07-09 21:15:00,8.291,10.843,8.277,11.056
"4147",2022-07-09 21:30:00,8.282,10.844,8.286,11.045
"4148",2022-07-09 21:45:00,8.291,10.819,8.305,11.016
"4149",2022-07-09 22:00:00,8.319,10.796,8.305,11.005
"4150",2022-07-09 22:15:00,8.329,10.786,8.315,10.994
"4151",2022-07-09 22:30:00,8.338,10.769,8.324,10.979
"4152",2022-07-09 22:45:00,8.338,10.762,8.324,10.973
"4153",2022-07-09 23:00:00,8.338,10.761,8.324,10.971
"4154",2022-07-09 23:15:00,8.338,10.744,8.333,10.982
"4155",2022-07-09 23:30:00,8.348,10.756,8.333,10.985
"4156",2022-07-09 23:45:00,8.338,10.757,8.343,10.97
"4157",2022-07-10 00:00:00,8.319,10.771,8.333,10.977
"4158",2022-07-10 00:15:00,8.348,10.756,8.324,10.987
"4159",2022-07-10 00:30:00,8.338,10.765,8.315,10.984
"4160",2022-07-10 00:45:00,8.329,10.766,8.324,10.967
"4161",2022-07-10 01:00:00,8.31,10.773,8.305,10.991
