"Plot Title: 20005936_POKE_atmo"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 20005936, SEN S/N: 20005936, LBL: P)","Temp, °C (LGR S/N: 20005936, SEN S/N: 20005936, LBL: T)"
3667,07/12/20 05:30:00 PM,97.982,24.738
3668,07/12/20 05:45:00 PM,97.968,24.448
3669,07/12/20 06:00:00 PM,97.987,23.773
3670,07/12/20 06:15:00 PM,97.985,23.004
3671,07/12/20 06:30:00 PM,97.990,22.046
3672,07/12/20 06:45:00 PM,97.990,21.378
3673,07/12/20 07:00:00 PM,98.003,20.996
3674,07/12/20 07:15:00 PM,98.039,20.805
3675,07/12/20 07:30:00 PM,98.028,20.710
3676,07/12/20 07:45:00 PM,98.033,20.424
3677,07/12/20 08:00:00 PM,98.059,20.234
3678,07/12/20 08:15:00 PM,98.067,20.138
3679,07/12/20 08:30:00 PM,98.071,19.758
3680,07/12/20 08:45:00 PM,98.071,19.092
3681,07/12/20 09:00:00 PM,98.072,18.521
3682,07/12/20 09:15:00 PM,98.084,18.045
3683,07/12/20 09:30:00 PM,98.088,17.665
3684,07/12/20 09:45:00 PM,98.107,16.999
3685,07/12/20 10:00:00 PM,98.129,16.523
3686,07/12/20 10:15:00 PM,98.141,16.046
3687,07/12/20 10:30:00 PM,98.151,15.473
3688,07/12/20 10:45:00 PM,98.159,15.378
3689,07/12/20 11:00:00 PM,98.201,14.996
3690,07/12/20 11:15:00 PM,98.209,14.900
3691,07/12/20 11:30:00 PM,98.236,14.804
3692,07/12/20 11:45:00 PM,98.257,14.900
3693,07/13/20 12:00:00 AM,98.263,14.709
3694,07/13/20 12:15:00 AM,98.274,14.134
3695,07/13/20 12:30:00 AM,98.294,13.558
3696,07/13/20 12:45:00 AM,98.307,13.173
3697,07/13/20 01:00:00 AM,98.300,12.690
3698,07/13/20 01:15:00 AM,98.323,12.304
3699,07/13/20 01:30:00 AM,98.336,11.916
3700,07/13/20 01:45:00 AM,98.354,11.819
3701,07/13/20 02:00:00 AM,98.359,11.528
3702,07/13/20 02:15:00 AM,98.361,11.625
3703,07/13/20 02:30:00 AM,98.366,11.334
3704,07/13/20 02:45:00 AM,98.377,11.431
3705,07/13/20 03:00:00 AM,98.402,11.236
3706,07/13/20 03:15:00 AM,98.418,11.041
3707,07/13/20 03:30:00 AM,98.433,10.748
3708,07/13/20 03:45:00 AM,98.460,10.651
3709,07/13/20 04:00:00 AM,98.461,10.748
3710,07/13/20 04:15:00 AM,98.463,10.846
3711,07/13/20 04:30:00 AM,98.469,10.651
3712,07/13/20 04:45:00 AM,98.469,10.651
3713,07/13/20 05:00:00 AM,98.488,10.651
3714,07/13/20 05:15:00 AM,98.480,10.748
3715,07/13/20 05:30:00 AM,98.472,10.846
3716,07/13/20 05:45:00 AM,98.483,10.944
3717,07/13/20 06:00:00 AM,98.482,10.846
3718,07/13/20 06:15:00 AM,98.483,10.944
3719,07/13/20 06:30:00 AM,98.475,11.041
3720,07/13/20 06:45:00 AM,98.484,11.041
3721,07/13/20 07:00:00 AM,98.486,11.139
3722,07/13/20 07:15:00 AM,98.497,11.236
3723,07/13/20 07:30:00 AM,98.517,11.334
3724,07/13/20 07:45:00 AM,98.518,11.431
3725,07/13/20 08:00:00 AM,98.515,11.819
3726,07/13/20 08:15:00 AM,98.535,11.916
3727,07/13/20 08:30:00 AM,98.536,12.013
3728,07/13/20 08:45:00 AM,98.549,12.207
3729,07/13/20 09:00:00 AM,98.550,12.304
3730,07/13/20 09:15:00 AM,98.557,12.787
3731,07/13/20 09:30:00 AM,98.560,12.980
3732,07/13/20 09:45:00 AM,98.568,12.883
3733,07/13/20 10:00:00 AM,98.571,13.076
3734,07/13/20 10:15:00 AM,98.577,12.883
3735,07/13/20 10:30:00 AM,98.587,12.883
3736,07/13/20 10:45:00 AM,98.596,12.883
3737,07/13/20 11:00:00 AM,98.599,13.076
3738,07/13/20 11:15:00 AM,98.607,12.980
3739,07/13/20 11:30:00 AM,98.598,12.980
3740,07/13/20 11:45:00 AM,98.625,12.883
3741,07/13/20 12:00:00 PM,98.617,12.980
3742,07/13/20 12:15:00 PM,98.622,13.365
3743,07/13/20 12:30:00 PM,98.616,13.558
3744,07/13/20 12:45:00 PM,98.617,13.654
3745,07/13/20 01:00:00 PM,98.617,13.654
3746,07/13/20 01:15:00 PM,98.612,13.942
3747,07/13/20 01:30:00 PM,98.613,14.038
3748,07/13/20 01:45:00 PM,98.604,14.709
3749,07/13/20 02:00:00 PM,98.601,15.187
3750,07/13/20 02:15:00 PM,98.606,16.141
3751,07/13/20 02:30:00 PM,98.590,16.332
3752,07/13/20 02:45:00 PM,98.614,15.378
3753,07/13/20 03:00:00 PM,98.585,14.709
3754,07/13/20 03:15:00 PM,98.592,15.855
3755,07/13/20 03:30:00 PM,98.605,16.713
3756,07/13/20 03:45:00 PM,98.586,17.379
3757,07/13/20 04:00:00 PM,98.580,16.999
3758,07/13/20 04:15:00 PM,98.592,16.523
3759,07/13/20 04:30:00 PM,98.550,19.472
3760,07/13/20 04:45:00 PM,98.548,18.045
3761,07/13/20 05:00:00 PM,98.557,18.616
3762,07/13/20 05:15:00 PM,98.548,17.379
3763,07/13/20 05:30:00 PM,98.552,16.999
3764,07/13/20 05:45:00 PM,98.548,18.045
3765,07/13/20 06:00:00 PM,98.545,20.424
3766,07/13/20 06:15:00 PM,98.523,19.567
3767,07/13/20 06:30:00 PM,98.528,20.519
3768,07/13/20 06:45:00 PM,98.520,18.045
3769,07/13/20 07:00:00 PM,98.515,18.996
3770,07/13/20 07:15:00 PM,98.497,23.004
3771,07/13/20 07:30:00 PM,98.497,23.004
3772,07/13/20 07:45:00 PM,98.490,22.525
3773,07/13/20 08:00:00 PM,98.499,19.853
3774,07/13/20 08:15:00 PM,98.499,19.853
3775,07/13/20 08:30:00 PM,98.494,20.805
3776,07/13/20 08:45:00 PM,98.518,23.100
3777,07/13/20 09:00:00 PM,98.519,23.196
3778,07/13/20 09:15:00 PM,98.531,22.717
3779,07/13/20 09:30:00 PM,98.535,22.333
3780,07/13/20 09:45:00 PM,98.530,19.377
3781,07/13/20 10:00:00 PM,98.533,16.332
3782,07/13/20 10:15:00 PM,98.530,14.804
3783,07/13/20 10:30:00 PM,98.551,13.654
3784,07/13/20 10:45:00 PM,98.550,12.980
3785,07/13/20 11:00:00 PM,98.553,12.497
3786,07/13/20 11:15:00 PM,98.571,11.819
3787,07/13/20 11:30:00 PM,98.567,11.528
3788,07/13/20 11:45:00 PM,98.575,10.748
3789,07/14/20 12:00:00 AM,98.578,10.357
3790,07/14/20 12:15:00 AM,98.585,10.161
3791,07/14/20 12:30:00 AM,98.597,9.669
3792,07/14/20 12:45:00 AM,98.612,8.779
3793,07/14/20 01:00:00 AM,98.623,8.182
3794,07/14/20 01:15:00 AM,98.617,8.481
3795,07/14/20 01:30:00 AM,98.617,8.481
3796,07/14/20 01:45:00 AM,98.630,8.082
3797,07/14/20 02:00:00 AM,98.632,8.182
3798,07/14/20 02:15:00 AM,98.627,8.481
3799,07/14/20 02:30:00 AM,98.646,8.481
3800,07/14/20 02:45:00 AM,98.648,7.983
3801,07/14/20 03:00:00 AM,98.645,7.782
3802,07/14/20 03:15:00 AM,98.644,7.682
3803,07/14/20 03:30:00 AM,98.636,7.782
3804,07/14/20 03:45:00 AM,98.644,7.682
3805,07/14/20 04:00:00 AM,98.661,7.582
3806,07/14/20 04:15:00 AM,98.657,7.280
3807,07/14/20 04:30:00 AM,98.665,7.179
3808,07/14/20 04:45:00 AM,98.663,7.079
3809,07/14/20 05:00:00 AM,98.657,7.280
3810,07/14/20 05:15:00 AM,98.652,7.582
3811,07/14/20 05:30:00 AM,98.641,8.182
3812,07/14/20 05:45:00 AM,98.641,8.779
3813,07/14/20 06:00:00 AM,98.659,9.373
3814,07/14/20 06:15:00 AM,98.655,9.768
3815,07/14/20 06:30:00 AM,98.658,9.965
3816,07/14/20 06:45:00 AM,98.661,10.161
3817,07/14/20 07:00:00 AM,98.657,10.553
3818,07/14/20 07:15:00 AM,98.664,11.041
3819,07/14/20 07:30:00 AM,98.664,11.722
3820,07/14/20 07:45:00 AM,98.664,11.722
3821,07/14/20 08:00:00 AM,98.666,12.497
3822,07/14/20 08:15:00 AM,98.659,13.942
3823,07/14/20 08:30:00 AM,98.655,14.996
3824,07/14/20 08:45:00 AM,98.656,15.664
3825,07/14/20 09:00:00 AM,98.667,15.760
3826,07/14/20 09:15:00 AM,98.656,16.332
3827,07/14/20 09:30:00 AM,98.658,17.094
3828,07/14/20 09:45:00 AM,98.655,17.570
3829,07/14/20 10:00:00 AM,98.635,18.806
3830,07/14/20 10:15:00 AM,98.625,20.043
3831,07/14/20 10:30:00 AM,98.619,19.662
3832,07/14/20 10:45:00 AM,98.604,18.616
3833,07/14/20 11:00:00 AM,98.603,19.853
3834,07/14/20 11:15:00 AM,98.583,21.091
3835,07/14/20 11:30:00 AM,98.572,20.996
3836,07/14/20 11:45:00 AM,98.572,19.662
3837,07/14/20 12:00:00 PM,98.570,15.664
3838,07/14/20 12:15:00 PM,98.569,14.900
3839,07/14/20 12:30:00 PM,98.554,15.187
3840,07/14/20 12:45:00 PM,98.552,16.332
3841,07/14/20 01:00:00 PM,98.537,17.950
3842,07/14/20 01:15:00 PM,98.532,17.570
3843,07/14/20 01:30:00 PM,98.532,18.236
3844,07/14/20 01:45:00 PM,98.519,18.616
3845,07/14/20 02:00:00 PM,98.523,18.236
3846,07/14/20 02:15:00 PM,98.519,17.950
3847,07/14/20 02:30:00 PM,98.505,20.901
3848,07/14/20 02:45:00 PM,98.486,22.238
3849,07/14/20 03:00:00 PM,98.484,25.319
3850,07/14/20 03:15:00 PM,98.463,22.621
3851,07/14/20 03:30:00 PM,98.471,24.448
3852,07/14/20 03:45:00 PM,98.465,25.319
3853,07/14/20 04:00:00 PM,98.481,25.805
3854,07/14/20 04:15:00 PM,98.455,24.641
3855,07/14/20 04:30:00 PM,98.454,21.951
3856,07/14/20 04:45:00 PM,98.490,17.950
3857,07/14/20 05:00:00 PM,98.450,16.523
3858,07/14/20 05:15:00 PM,98.450,16.523
3859,07/14/20 05:30:00 PM,98.446,18.140
3860,07/14/20 05:45:00 PM,98.439,18.996
3861,07/14/20 06:00:00 PM,98.441,19.758
3862,07/14/20 06:15:00 PM,98.440,22.333
3863,07/14/20 06:30:00 PM,98.449,20.329
3864,07/14/20 06:45:00 PM,98.423,20.519
3865,07/14/20 07:00:00 PM,98.438,22.812
3866,07/14/20 07:15:00 PM,98.449,27.468
3867,07/14/20 07:30:00 PM,98.427,23.388
3868,07/14/20 07:45:00 PM,98.420,20.329
3869,07/14/20 08:00:00 PM,98.420,18.996
3870,07/14/20 08:15:00 PM,98.415,18.616
3871,07/14/20 08:30:00 PM,98.423,18.521
3872,07/14/20 08:45:00 PM,98.440,20.996
3873,07/14/20 09:00:00 PM,98.428,23.484
3874,07/14/20 09:15:00 PM,98.432,22.429
3875,07/14/20 09:30:00 PM,98.426,19.377
3876,07/14/20 09:45:00 PM,98.424,17.950
3877,07/14/20 10:00:00 PM,98.431,17.760
3878,07/14/20 10:15:00 PM,98.442,15.951
3879,07/14/20 10:30:00 PM,98.473,14.804
3880,07/14/20 10:45:00 PM,98.463,14.134
3881,07/14/20 11:00:00 PM,98.474,13.558
3882,07/14/20 11:15:00 PM,98.496,13.173
3883,07/14/20 11:30:00 PM,98.502,12.883
3884,07/14/20 11:45:00 PM,98.508,12.690
3885,07/15/20 12:00:00 AM,98.504,12.401
3886,07/15/20 12:15:00 AM,98.517,12.013
3887,07/15/20 12:30:00 AM,98.505,11.819
3888,07/15/20 12:45:00 AM,98.516,11.236
3889,07/15/20 01:00:00 AM,98.514,10.455
3890,07/15/20 01:15:00 AM,98.530,10.259
3891,07/15/20 01:30:00 AM,98.531,9.669
3892,07/15/20 01:45:00 AM,98.548,8.879
3893,07/15/20 02:00:00 AM,98.535,7.983
3894,07/15/20 02:15:00 AM,98.546,7.481
3895,07/15/20 02:30:00 AM,98.556,6.877
3896,07/15/20 02:45:00 AM,98.568,6.370
3897,07/15/20 03:00:00 AM,98.570,5.860
3898,07/15/20 03:15:00 AM,98.591,5.347
3899,07/15/20 03:30:00 AM,98.590,4.623
3900,07/15/20 03:45:00 AM,98.592,4.102
3901,07/15/20 04:00:00 AM,98.600,3.998
3902,07/15/20 04:15:00 AM,98.595,4.311
3903,07/15/20 04:30:00 AM,98.608,3.893
3904,07/15/20 04:45:00 AM,98.601,3.472
3905,07/15/20 05:00:00 AM,98.608,3.261
3906,07/15/20 05:15:00 AM,98.595,4.311
3907,07/15/20 05:30:00 AM,98.604,4.934
3908,07/15/20 05:45:00 AM,98.595,5.655
3909,07/15/20 06:00:00 AM,98.617,6.471
3910,07/15/20 06:15:00 AM,98.609,7.280
3911,07/15/20 06:30:00 AM,98.608,8.481
3912,07/15/20 06:45:00 AM,98.614,9.571
3913,07/15/20 07:00:00 AM,98.611,10.651
3914,07/15/20 07:15:00 AM,98.608,11.722
3915,07/15/20 07:30:00 AM,98.593,12.690
3916,07/15/20 07:45:00 AM,98.586,13.461
3917,07/15/20 08:00:00 AM,98.578,14.230
3918,07/15/20 08:15:00 AM,98.574,15.282
3919,07/15/20 08:30:00 AM,98.559,16.141
3920,07/15/20 08:45:00 AM,98.555,16.523
3921,07/15/20 09:00:00 AM,98.556,15.951
3922,07/15/20 09:15:00 AM,98.542,16.332
3923,07/15/20 09:30:00 AM,98.541,17.570
3924,07/15/20 09:45:00 AM,98.534,18.331
3925,07/15/20 10:00:00 AM,98.534,18.996
3926,07/15/20 10:15:00 AM,98.518,19.853
3927,07/15/20 10:30:00 AM,98.500,20.615
3928,07/15/20 10:45:00 AM,98.499,21.187
3929,07/15/20 11:00:00 AM,98.489,21.760
3930,07/15/20 11:15:00 AM,98.464,22.046
3931,07/15/20 11:30:00 AM,98.433,22.525
3932,07/15/20 11:45:00 AM,98.427,22.717
3933,07/15/20 12:00:00 PM,98.426,23.292
3934,07/15/20 12:15:00 PM,98.408,23.388
3935,07/15/20 12:30:00 PM,98.415,23.869
3936,07/15/20 12:45:00 PM,98.412,23.677
3937,07/15/20 01:00:00 PM,98.390,23.484
3938,07/15/20 01:15:00 PM,98.401,22.908
3939,07/15/20 01:30:00 PM,98.397,22.621
3940,07/15/20 01:45:00 PM,98.381,23.484
3941,07/15/20 02:00:00 PM,98.369,23.966
3942,07/15/20 02:15:00 PM,98.381,23.484
3943,07/15/20 02:30:00 PM,98.383,23.004
3944,07/15/20 02:45:00 PM,98.368,22.621
3945,07/15/20 03:00:00 PM,98.373,22.908
3946,07/15/20 03:15:00 PM,98.384,23.677
3947,07/15/20 03:30:00 PM,98.365,25.028
3948,07/15/20 03:45:00 PM,98.352,24.738
3949,07/15/20 04:00:00 PM,98.338,24.448
3950,07/15/20 04:15:00 PM,98.323,24.738
3951,07/15/20 04:30:00 PM,98.314,27.370
3952,07/15/20 04:45:00 PM,98.309,28.357
3953,07/15/20 05:00:00 PM,98.298,27.567
3954,07/15/20 05:15:00 PM,98.280,25.028
3955,07/15/20 05:30:00 PM,98.282,22.525
3956,07/15/20 05:45:00 PM,98.310,21.187
3957,07/15/20 06:00:00 PM,98.289,19.092
3958,07/15/20 06:15:00 PM,98.305,17.570
3959,07/15/20 06:30:00 PM,98.325,17.665
3960,07/15/20 06:45:00 PM,98.297,17.665
3961,07/15/20 07:00:00 PM,98.302,18.045
3962,07/15/20 07:15:00 PM,98.293,18.711
3963,07/15/20 07:30:00 PM,98.308,19.092
3964,07/15/20 07:45:00 PM,98.298,19.092
3965,07/15/20 08:00:00 PM,98.302,18.711
3966,07/15/20 08:15:00 PM,98.298,18.426
3967,07/15/20 08:30:00 PM,98.301,18.616
3968,07/15/20 08:45:00 PM,98.298,19.092
3969,07/15/20 09:00:00 PM,98.301,19.282
3970,07/15/20 09:15:00 PM,98.297,18.996
3971,07/15/20 09:30:00 PM,98.309,18.521
3972,07/15/20 09:45:00 PM,98.309,18.521
3973,07/15/20 10:00:00 PM,98.306,17.665
3974,07/15/20 10:15:00 PM,98.314,16.903
3975,07/15/20 10:30:00 PM,98.306,16.332
3976,07/15/20 10:45:00 PM,98.316,15.760
3977,07/15/20 11:00:00 PM,98.320,15.378
3978,07/15/20 11:15:00 PM,98.327,14.517
3979,07/15/20 11:30:00 PM,98.324,13.654
3980,07/15/20 11:45:00 PM,98.326,13.173
3981,07/16/20 12:00:00 AM,98.341,12.883
3982,07/16/20 12:15:00 AM,98.333,12.980
3983,07/16/20 12:30:00 AM,98.314,12.980
3984,07/16/20 12:45:00 AM,98.334,13.076
3985,07/16/20 01:00:00 AM,98.332,12.883
3986,07/16/20 01:15:00 AM,98.327,12.594
3987,07/16/20 01:30:00 AM,98.333,12.304
3988,07/16/20 01:45:00 AM,98.341,12.207
3989,07/16/20 02:00:00 AM,98.341,12.207
3990,07/16/20 02:15:00 AM,98.345,11.819
3991,07/16/20 02:30:00 AM,98.339,11.431
3992,07/16/20 02:45:00 AM,98.339,11.431
3993,07/16/20 03:00:00 AM,98.352,11.041
3994,07/16/20 03:15:00 AM,98.351,10.944
3995,07/16/20 03:30:00 AM,98.340,10.846
3996,07/16/20 03:45:00 AM,98.352,11.041
3997,07/16/20 04:00:00 AM,98.325,11.139
3998,07/16/20 04:15:00 AM,98.333,11.041
3999,07/16/20 04:30:00 AM,98.314,11.041
4000,07/16/20 04:45:00 AM,98.322,10.944
4001,07/16/20 05:00:00 AM,98.332,10.944
4002,07/16/20 05:15:00 AM,98.333,11.041
4003,07/16/20 05:30:00 AM,98.333,11.041
4004,07/16/20 05:45:00 AM,98.316,11.139
4005,07/16/20 06:00:00 AM,98.316,11.139
4006,07/16/20 06:15:00 AM,98.325,11.139
4007,07/16/20 06:30:00 AM,98.328,11.334
4008,07/16/20 06:45:00 AM,98.331,11.528
4009,07/16/20 07:00:00 AM,98.305,11.722
4010,07/16/20 07:15:00 AM,98.316,11.819
4011,07/16/20 07:30:00 AM,98.328,12.013
4012,07/16/20 07:45:00 AM,98.308,11.916
4013,07/16/20 08:00:00 AM,98.300,12.013
4014,07/16/20 08:15:00 AM,98.293,12.207
4015,07/16/20 08:30:00 AM,98.296,12.401
4016,07/16/20 08:45:00 AM,98.263,12.690
4017,07/16/20 09:00:00 AM,98.265,12.883
4018,07/16/20 09:15:00 AM,98.259,13.076
4019,07/16/20 09:30:00 AM,98.252,13.269
4020,07/16/20 09:45:00 AM,98.241,13.846
4021,07/16/20 10:00:00 AM,98.237,14.230
4022,07/16/20 10:15:00 AM,98.235,15.378
4023,07/16/20 10:30:00 AM,98.208,16.141
4024,07/16/20 10:45:00 AM,98.209,17.475
4025,07/16/20 11:00:00 AM,98.201,18.236
4026,07/16/20 11:15:00 AM,98.199,18.806
4027,07/16/20 11:30:00 AM,98.185,19.758
4028,07/16/20 11:45:00 AM,98.176,18.521
4029,07/16/20 12:00:00 PM,98.171,17.475
4030,07/16/20 12:15:00 PM,98.169,17.379
4031,07/16/20 12:30:00 PM,98.175,17.760
4032,07/16/20 12:45:00 PM,98.169,18.045
4033,07/16/20 01:00:00 PM,98.142,18.140
4034,07/16/20 01:15:00 PM,98.137,18.426
4035,07/16/20 01:30:00 PM,98.144,18.901
4036,07/16/20 01:45:00 PM,98.145,19.662
4037,07/16/20 02:00:00 PM,98.133,20.138
4038,07/16/20 02:15:00 PM,98.123,20.710
4039,07/16/20 02:30:00 PM,98.115,20.805
4040,07/16/20 02:45:00 PM,98.111,21.187
4041,07/16/20 03:00:00 PM,98.101,21.187
4042,07/16/20 03:15:00 PM,98.122,18.045
4043,07/16/20 03:30:00 PM,98.121,17.284
4044,07/16/20 03:45:00 PM,98.121,18.616
4045,07/16/20 04:00:00 PM,98.113,18.711
4046,07/16/20 04:15:00 PM,98.094,20.710
4047,07/16/20 04:30:00 PM,98.075,19.377
4048,07/16/20 04:45:00 PM,98.054,21.855
4049,07/16/20 05:00:00 PM,98.062,23.100
4050,07/16/20 05:15:00 PM,98.057,22.717
4051,07/16/20 05:30:00 PM,98.031,22.908
4052,07/16/20 05:45:00 PM,98.027,23.292
4053,07/16/20 06:00:00 PM,98.017,24.545
4054,07/16/20 06:15:00 PM,98.010,23.388
4055,07/16/20 06:30:00 PM,98.009,22.717
4056,07/16/20 06:45:00 PM,97.996,21.760
4057,07/16/20 07:00:00 PM,98.002,20.901
4058,07/16/20 07:15:00 PM,97.989,20.615
4059,07/16/20 07:30:00 PM,97.986,20.424
4060,07/16/20 07:45:00 PM,97.990,20.710
4061,07/16/20 08:00:00 PM,97.972,21.473
4062,07/16/20 08:15:00 PM,97.974,21.569
4063,07/16/20 08:30:00 PM,97.982,20.805
4064,07/16/20 08:45:00 PM,97.982,20.138
4065,07/16/20 09:00:00 PM,97.975,18.996
4066,07/16/20 09:15:00 PM,97.975,18.331
4067,07/16/20 09:30:00 PM,97.969,17.950
4068,07/16/20 09:45:00 PM,97.976,17.760
4069,07/16/20 10:00:00 PM,97.992,17.570
4070,07/16/20 10:15:00 PM,97.976,17.094
4071,07/16/20 10:30:00 PM,97.983,16.903
4072,07/16/20 10:45:00 PM,97.980,16.713
4073,07/16/20 11:00:00 PM,97.987,16.523
4074,07/16/20 11:15:00 PM,97.989,16.046
4075,07/16/20 11:30:00 PM,97.972,15.473
4076,07/16/20 11:45:00 PM,97.984,14.996
4077,07/17/20 12:00:00 AM,98.006,14.613
4078,07/17/20 12:15:00 AM,98.019,14.134
4079,07/17/20 12:30:00 AM,98.021,13.654
4080,07/17/20 12:45:00 AM,98.024,13.173
4081,07/17/20 01:00:00 AM,98.014,12.497
4082,07/17/20 01:15:00 AM,98.030,11.625
4083,07/17/20 01:30:00 AM,98.038,11.528
4084,07/17/20 01:45:00 AM,98.050,11.722
4085,07/17/20 02:00:00 AM,98.041,11.722
4086,07/17/20 02:15:00 AM,98.049,11.625
4087,07/17/20 02:30:00 AM,98.066,11.528
4088,07/17/20 02:45:00 AM,98.049,11.625
4089,07/17/20 03:00:00 AM,98.058,11.625
4090,07/17/20 03:15:00 AM,98.066,11.528
4091,07/17/20 03:30:00 AM,98.082,11.334
4092,07/17/20 03:45:00 AM,98.081,11.236
4093,07/17/20 04:00:00 AM,98.062,11.236
4094,07/17/20 04:15:00 AM,98.062,11.236
4095,07/17/20 04:30:00 AM,98.082,11.334
4096,07/17/20 04:45:00 AM,98.085,11.528
4097,07/17/20 05:00:00 AM,98.112,11.431
4098,07/17/20 05:15:00 AM,98.123,11.528
4099,07/17/20 05:30:00 AM,98.127,11.819
4100,07/17/20 05:45:00 AM,98.138,11.916
4101,07/17/20 06:00:00 AM,98.138,11.916
4102,07/17/20 06:15:00 AM,98.130,12.013
4103,07/17/20 06:30:00 AM,98.131,12.110
4104,07/17/20 06:45:00 AM,98.117,12.401
4105,07/17/20 07:00:00 AM,98.137,12.497
4106,07/17/20 07:15:00 AM,98.113,12.787
4107,07/17/20 07:30:00 AM,98.128,13.173
4108,07/17/20 07:45:00 AM,98.147,13.173
4109,07/17/20 08:00:00 AM,98.147,13.173
4110,07/17/20 08:15:00 AM,98.156,13.173
4111,07/17/20 08:30:00 AM,98.159,13.365
4112,07/17/20 08:45:00 AM,98.163,13.654
4113,07/17/20 09:00:00 AM,98.162,14.230
4114,07/17/20 09:15:00 AM,98.154,14.996
4115,07/17/20 09:30:00 AM,98.158,15.282
4116,07/17/20 09:45:00 AM,98.145,15.664
4117,07/17/20 10:00:00 AM,98.139,16.618
4118,07/17/20 10:15:00 AM,98.144,17.570
4119,07/17/20 10:30:00 AM,98.142,17.475
4120,07/17/20 10:45:00 AM,98.145,17.665
4121,07/17/20 11:00:00 AM,98.163,18.236
4122,07/17/20 11:15:00 AM,98.153,18.901
4123,07/17/20 11:30:00 AM,98.148,18.521
4124,07/17/20 11:45:00 AM,98.149,18.616
4125,07/17/20 12:00:00 PM,98.144,18.901
4126,07/17/20 12:15:00 PM,98.148,19.187
4127,07/17/20 12:30:00 PM,98.155,19.662
4128,07/17/20 12:45:00 PM,98.172,18.901
4129,07/17/20 01:00:00 PM,98.152,19.472
4130,07/17/20 01:15:00 PM,98.145,19.662
4131,07/17/20 01:30:00 PM,98.147,19.758
4132,07/17/20 01:45:00 PM,98.142,20.710
4133,07/17/20 02:00:00 PM,98.155,19.662
4134,07/17/20 02:15:00 PM,98.143,20.138
4135,07/17/20 02:30:00 PM,98.128,19.758
4136,07/17/20 02:45:00 PM,98.121,19.948
4137,07/17/20 03:00:00 PM,98.122,20.043
4138,07/17/20 03:15:00 PM,98.118,19.758
4139,07/17/20 03:30:00 PM,98.112,19.948
4140,07/17/20 03:45:00 PM,98.120,22.525
4141,07/17/20 04:00:00 PM,98.128,21.760
4142,07/17/20 04:15:00 PM,98.129,21.187
4143,07/17/20 04:30:00 PM,98.117,20.996
4144,07/17/20 04:45:00 PM,98.093,22.621
4145,07/17/20 05:00:00 PM,98.095,23.388
4146,07/17/20 05:15:00 PM,98.081,21.760
4147,07/17/20 05:30:00 PM,98.096,21.473
4148,07/17/20 05:45:00 PM,98.097,21.569
4149,07/17/20 06:00:00 PM,98.096,22.812
4150,07/17/20 06:15:00 PM,98.096,20.805
4151,07/17/20 06:30:00 PM,98.090,19.092
4152,07/17/20 06:45:00 PM,98.098,20.996
4153,07/17/20 07:00:00 PM,98.112,23.292
4154,07/17/20 07:15:00 PM,98.117,19.662
4155,07/17/20 07:30:00 PM,98.104,17.475
4156,07/17/20 07:45:00 PM,98.111,17.950
4157,07/17/20 08:00:00 PM,98.094,18.711
4158,07/17/20 08:15:00 PM,98.106,18.901
4159,07/17/20 08:30:00 PM,98.109,18.426
4160,07/17/20 08:45:00 PM,98.099,17.760
4161,07/17/20 09:00:00 PM,98.103,17.379
4162,07/17/20 09:15:00 PM,98.110,17.189
4163,07/17/20 09:30:00 PM,98.098,16.999
4164,07/17/20 09:45:00 PM,98.106,16.903
4165,07/17/20 10:00:00 PM,98.114,16.808
4166,07/17/20 10:15:00 PM,98.129,16.523
4167,07/17/20 10:30:00 PM,98.139,15.951
4168,07/17/20 10:45:00 PM,98.151,15.473
4169,07/17/20 11:00:00 PM,98.169,14.709
4170,07/17/20 11:15:00 PM,98.173,14.325
4171,07/17/20 11:30:00 PM,98.185,13.846
4172,07/17/20 11:45:00 PM,98.197,13.365
4173,07/18/20 12:00:00 AM,98.199,12.883
4174,07/18/20 12:15:00 AM,98.202,12.401
4175,07/18/20 12:30:00 AM,98.226,12.110
4176,07/18/20 12:45:00 AM,98.232,11.916
4177,07/18/20 01:00:00 AM,98.243,12.013
4178,07/18/20 01:15:00 AM,98.253,12.013
4179,07/18/20 01:30:00 AM,98.258,11.722
4180,07/18/20 01:45:00 AM,98.270,11.236
4181,07/18/20 02:00:00 AM,98.266,10.944
4182,07/18/20 02:15:00 AM,98.275,10.944
4183,07/18/20 02:30:00 AM,98.294,10.944
4184,07/18/20 02:45:00 AM,98.302,10.846
4185,07/18/20 03:00:00 AM,98.312,10.846
4186,07/18/20 03:15:00 AM,98.302,10.846
4187,07/18/20 03:30:00 AM,98.299,10.651
4188,07/18/20 03:45:00 AM,98.310,10.748
4189,07/18/20 04:00:00 AM,98.301,10.748
4190,07/18/20 04:15:00 AM,98.322,10.944
4191,07/18/20 04:30:00 AM,98.340,10.846
4192,07/18/20 04:45:00 AM,98.339,10.748
4193,07/18/20 05:00:00 AM,98.357,10.748
4194,07/18/20 05:15:00 AM,98.349,10.846
4195,07/18/20 05:30:00 AM,98.352,11.041
4196,07/18/20 05:45:00 AM,98.347,11.334
4197,07/18/20 06:00:00 AM,98.358,11.431
4198,07/18/20 06:15:00 AM,98.361,11.625
4199,07/18/20 06:30:00 AM,98.365,11.916
