"Plot Title: 20574425"
"#","Date Time, GMT-08:00","Abs Pres, kPa (LGR S/N: 20574425, SEN S/N: 20574425)","Temp, °C (LGR S/N: 20574425, SEN S/N: 20574425)","Coupler Detached (LGR S/N: 20574425)","Coupler Attached (LGR S/N: 20574425)","Host Connected (LGR S/N: 20574425)","Stopped (LGR S/N: 20574425)","End Of File (LGR S/N: 20574425)"
2781,07/06/19 02:30:00 PM,99.908,29.053,,,,,
2782,07/06/19 02:45:00 PM,99.907,28.754,,,,,
2783,07/06/19 03:00:00 PM,99.873,28.456,,,,,
2784,07/06/19 03:15:00 PM,99.880,29.152,,,,,
2785,07/06/19 03:30:00 PM,99.844,29.352,,,,,
2786,07/06/19 03:45:00 PM,99.877,31.472,,,,,
2787,07/06/19 04:00:00 PM,99.893,33.014,,,,,
2788,07/06/19 04:15:00 PM,99.856,32.497,,,,,
2789,07/06/19 04:30:00 PM,99.838,30.963,,,,,
2790,07/06/19 04:45:00 PM,99.791,30.255,,,,,
2791,07/06/19 05:00:00 PM,99.765,29.552,,,,,
2792,07/06/19 05:15:00 PM,99.747,28.555,,,,,
2793,07/06/19 05:30:00 PM,99.742,28.159,,,,,
2794,07/06/19 05:45:00 PM,99.727,28.060,,,,,
2795,07/06/19 06:00:00 PM,99.707,27.862,,,,,
2796,07/06/19 06:15:00 PM,99.724,28.258,,,,,
2797,07/06/19 06:30:00 PM,99.694,28.853,,,,,
2798,07/06/19 06:45:00 PM,99.712,28.754,,,,,
2799,07/06/19 07:00:00 PM,99.676,28.159,,,,,
2800,07/06/19 07:15:00 PM,99.664,27.862,,,,,
2801,07/06/19 07:30:00 PM,99.658,26.977,,,,,
2802,07/06/19 07:45:00 PM,99.645,27.173,,,,,
2803,07/06/19 08:00:00 PM,99.656,27.173,,,,,
2804,07/06/19 08:15:00 PM,99.651,28.060,,,,,
2805,07/06/19 08:30:00 PM,99.659,28.258,,,,,
2806,07/06/19 08:45:00 PM,99.651,27.567,,,,,
2807,07/06/19 09:00:00 PM,99.623,26.683,,,,,
2808,07/06/19 09:15:00 PM,99.606,25.610,,,,,
2809,07/06/19 09:30:00 PM,99.590,24.835,,,,,
2810,07/06/19 09:45:00 PM,99.578,23.966,,,,,
2811,07/06/19 10:00:00 PM,99.571,23.004,,,,,
2812,07/06/19 10:15:00 PM,99.550,22.238,,,,,
2813,07/06/19 10:30:00 PM,99.556,21.760,,,,,
2814,07/06/19 10:45:00 PM,99.544,21.187,,,,,
2815,07/06/19 11:00:00 PM,99.548,19.472,,,,,
2816,07/06/19 11:15:00 PM,99.547,17.950,,,,,
2817,07/06/19 11:30:00 PM,99.564,16.618,,,,,
2818,07/06/19 11:45:00 PM,99.566,15.282,,,,,
2819,07/07/19 12:00:00 AM,99.563,14.230,,,,,
2820,07/07/19 12:15:00 AM,99.558,13.461,,,,,
2821,07/07/19 12:30:00 AM,99.562,12.690,,,,,
2822,07/07/19 12:45:00 AM,99.540,12.013,,,,,
2823,07/07/19 01:00:00 AM,99.557,11.431,,,,,
2824,07/07/19 01:15:00 AM,99.547,11.041,,,,,
2825,07/07/19 01:30:00 AM,99.549,10.553,,,,,
2826,07/07/19 01:45:00 AM,99.550,10.063,,,,,
2827,07/07/19 02:00:00 AM,99.550,9.571,,,,,
2828,07/07/19 02:15:00 AM,99.559,9.176,,,,,
2829,07/07/19 02:30:00 AM,99.554,8.879,,,,,
2830,07/07/19 02:45:00 AM,99.529,8.481,,,,,
2831,07/07/19 03:00:00 AM,99.544,8.282,,,,,
2832,07/07/19 03:15:00 AM,99.527,7.983,,,,,
2833,07/07/19 03:30:00 AM,99.552,7.782,,,,,
2834,07/07/19 03:45:00 AM,99.540,7.882,,,,,
2835,07/07/19 04:00:00 AM,99.533,7.582,,,,,
2836,07/07/19 04:15:00 AM,99.536,7.381,,,,,
2837,07/07/19 04:30:00 AM,99.538,7.280,,,,,
2838,07/07/19 04:45:00 AM,99.553,6.978,,,,,
2839,07/07/19 05:00:00 AM,99.546,6.674,,,,,
2840,07/07/19 05:15:00 AM,99.547,6.573,,,,,
2841,07/07/19 05:30:00 AM,99.546,6.674,,,,,
2842,07/07/19 05:45:00 AM,99.524,6.674,,,,,
2843,07/07/19 06:00:00 AM,99.523,6.775,,,,,
2844,07/07/19 06:15:00 AM,99.530,7.079,,,,,
2845,07/07/19 06:30:00 AM,99.535,7.481,,,,,
2846,07/07/19 06:45:00 AM,99.521,7.682,,,,,
2847,07/07/19 07:00:00 AM,99.522,8.282,,,,,
2848,07/07/19 07:15:00 AM,99.522,8.879,,,,,
2849,07/07/19 07:30:00 AM,99.529,9.571,,,,,
2850,07/07/19 07:45:00 AM,99.502,10.259,,,,,
2851,07/07/19 08:00:00 AM,99.485,11.334,,,,,
2852,07/07/19 08:15:00 AM,99.499,12.304,,,,,
2853,07/07/19 08:30:00 AM,99.479,13.269,,,,,
2854,07/07/19 08:45:00 AM,99.488,14.230,,,,,
2855,07/07/19 09:00:00 AM,99.491,14.996,,,,,
2856,07/07/19 09:15:00 AM,99.483,15.473,,,,,
2857,07/07/19 09:30:00 AM,99.498,16.141,,,,,
2858,07/07/19 09:45:00 AM,99.493,16.523,,,,,
2859,07/07/19 10:00:00 AM,99.476,16.903,,,,,
2860,07/07/19 10:15:00 AM,99.465,17.379,,,,,
2861,07/07/19 10:30:00 AM,99.465,17.855,,,,,
2862,07/07/19 10:45:00 AM,99.486,18.331,,,,,
2863,07/07/19 11:00:00 AM,99.481,18.426,,,,,
2864,07/07/19 11:15:00 AM,99.494,18.616,,,,,
2865,07/07/19 11:30:00 AM,99.470,18.426,,,,,
2866,07/07/19 11:45:00 AM,99.461,18.616,,,,,
2867,07/07/19 12:00:00 PM,99.470,19.092,,,,,
2868,07/07/19 12:15:00 PM,99.459,19.948,,,,,
2869,07/07/19 12:30:00 PM,99.457,21.187,,,,,
2870,07/07/19 12:45:00 PM,99.463,21.282,,,,,
2871,07/07/19 01:00:00 PM,99.447,21.187,,,,,
2872,07/07/19 01:15:00 PM,99.431,21.664,,,,,
2873,07/07/19 01:30:00 PM,99.409,22.238,,,,,
2874,07/07/19 01:45:00 PM,99.419,22.812,,,,,
2875,07/07/19 02:00:00 PM,99.423,23.484,,,,,
2876,07/07/19 02:15:00 PM,99.391,23.484,,,,,
2877,07/07/19 02:30:00 PM,99.412,23.677,,,,,
2878,07/07/19 02:45:00 PM,99.384,23.773,,,,,
2879,07/07/19 03:00:00 PM,99.351,23.966,,,,,
2880,07/07/19 03:15:00 PM,99.365,24.448,,,,,
2881,07/07/19 03:30:00 PM,99.351,24.835,,,,,
2882,07/07/19 03:45:00 PM,99.344,25.805,,,,,
2883,07/07/19 04:00:00 PM,99.335,26.781,,,,,
2884,07/07/19 04:15:00 PM,99.346,27.272,,,,,
2885,07/07/19 04:30:00 PM,99.337,27.075,,,,,
2886,07/07/19 04:45:00 PM,99.302,26.781,,,,,
2887,07/07/19 05:00:00 PM,99.298,26.683,,,,,
2888,07/07/19 05:15:00 PM,99.278,26.488,,,,,
2889,07/07/19 05:30:00 PM,99.267,26.488,,,,,
2890,07/07/19 05:45:00 PM,99.237,26.292,,,,,
2891,07/07/19 06:00:00 PM,99.237,26.292,,,,,
2892,07/07/19 06:15:00 PM,99.224,26.488,,,,,
2893,07/07/19 06:30:00 PM,99.211,26.683,,,,,
2894,07/07/19 06:45:00 PM,99.213,26.488,,,,,
2895,07/07/19 07:00:00 PM,99.182,26.292,,,,,
2896,07/07/19 07:15:00 PM,99.173,26.097,,,,,
2897,07/07/19 07:30:00 PM,99.157,25.513,,,,,
2898,07/07/19 07:45:00 PM,99.130,24.738,,,,,
2899,07/07/19 08:00:00 PM,99.118,23.869,,,,,
2900,07/07/19 08:15:00 PM,99.110,23.292,,,,,
2901,07/07/19 08:30:00 PM,99.105,22.812,,,,,
2902,07/07/19 08:45:00 PM,99.095,22.238,,,,,
2903,07/07/19 09:00:00 PM,99.063,21.473,,,,,
2904,07/07/19 09:15:00 PM,99.061,20.710,,,,,
2905,07/07/19 09:30:00 PM,99.059,19.948,,,,,
2906,07/07/19 09:45:00 PM,99.050,19.282,,,,,
2907,07/07/19 10:00:00 PM,99.066,18.521,,,,,
2908,07/07/19 10:15:00 PM,99.059,17.760,,,,,
2909,07/07/19 10:30:00 PM,99.077,16.903,,,,,
2910,07/07/19 10:45:00 PM,99.092,16.046,,,,,
2911,07/07/19 11:00:00 PM,99.077,15.091,,,,,
2912,07/07/19 11:15:00 PM,99.078,14.230,,,,,
2913,07/07/19 11:30:00 PM,99.084,13.461,,,,,
2914,07/07/19 11:45:00 PM,99.077,12.690,,,,,
2915,07/08/19 12:00:00 AM,99.077,12.013,,,,,
2916,07/08/19 12:15:00 AM,99.083,11.431,,,,,
2917,07/08/19 12:30:00 AM,99.067,10.846,,,,,
2918,07/08/19 12:45:00 AM,99.082,10.259,,,,,
2919,07/08/19 01:00:00 AM,99.083,9.768,,,,,
2920,07/08/19 01:15:00 AM,99.113,9.373,,,,,
2921,07/08/19 01:30:00 AM,99.115,8.779,,,,,
2922,07/08/19 01:45:00 AM,99.101,8.382,,,,,
2923,07/08/19 02:00:00 AM,99.106,8.082,,,,,
2924,07/08/19 02:15:00 AM,99.117,8.082,,,,,
2925,07/08/19 02:30:00 AM,99.109,7.882,,,,,
2926,07/08/19 02:45:00 AM,99.116,7.481,,,,,
2927,07/08/19 03:00:00 AM,99.108,7.280,,,,,
2928,07/08/19 03:15:00 AM,99.120,7.179,,,,,
2929,07/08/19 03:30:00 AM,99.113,6.877,,,,,
2930,07/08/19 03:45:00 AM,99.118,6.471,,,,,
2931,07/08/19 04:00:00 AM,99.131,6.268,,,,,
2932,07/08/19 04:15:00 AM,99.132,6.166,,,,,
2933,07/08/19 04:30:00 AM,99.133,6.064,,,,,
2934,07/08/19 04:45:00 AM,99.122,6.064,,,,,
2935,07/08/19 05:00:00 AM,99.132,6.166,,,,,
2936,07/08/19 05:15:00 AM,99.119,6.370,,,,,
2937,07/08/19 05:30:00 AM,99.123,6.978,,,,,
2938,07/08/19 05:45:00 AM,99.123,7.682,,,,,
2939,07/08/19 06:00:00 AM,99.124,8.282,,,,,
2940,07/08/19 06:15:00 AM,99.130,9.077,,,,,
2941,07/08/19 06:30:00 AM,99.128,10.161,,,,,
2942,07/08/19 06:45:00 AM,99.142,10.455,,,,,
2943,07/08/19 07:00:00 AM,99.134,11.528,,,,,
2944,07/08/19 07:15:00 AM,99.165,12.304,,,,,
2945,07/08/19 07:30:00 AM,99.143,12.980,,,,,
2946,07/08/19 07:45:00 AM,99.157,13.846,,,,,
2947,07/08/19 08:00:00 AM,99.153,14.804,,,,,
2948,07/08/19 08:15:00 AM,99.152,15.378,,,,,
2949,07/08/19 08:30:00 AM,99.158,15.760,,,,,
2950,07/08/19 08:45:00 AM,99.156,16.332,,,,,
2951,07/08/19 09:00:00 AM,99.150,17.189,,,,,
2952,07/08/19 09:15:00 AM,99.149,18.140,,,,,
2953,07/08/19 09:30:00 AM,99.152,19.187,,,,,
2954,07/08/19 09:45:00 AM,99.145,19.948,,,,,
2955,07/08/19 10:00:00 AM,99.164,20.805,,,,,
2956,07/08/19 10:15:00 AM,99.144,21.569,,,,,
2957,07/08/19 10:30:00 AM,99.166,22.333,,,,,
2958,07/08/19 10:45:00 AM,99.160,22.812,,,,,
2959,07/08/19 11:00:00 AM,99.175,23.100,,,,,
2960,07/08/19 11:15:00 AM,99.193,24.062,,,,,
2961,07/08/19 11:30:00 AM,99.181,24.255,,,,,
2962,07/08/19 11:45:00 AM,99.180,24.448,,,,,
2963,07/08/19 12:00:00 PM,99.172,24.931,,,,,
2964,07/08/19 12:15:00 PM,99.168,25.513,,,,,
2965,07/08/19 12:30:00 PM,99.180,26.488,,,,,
2966,07/08/19 12:45:00 PM,99.180,26.000,,,,,
2967,07/08/19 01:00:00 PM,99.173,26.097,,,,,
2968,07/08/19 01:15:00 PM,99.165,26.390,,,,,
2969,07/08/19 01:30:00 PM,99.168,27.173,,,,,
2970,07/08/19 01:45:00 PM,99.180,27.961,,,,,
2971,07/08/19 02:00:00 PM,99.187,28.953,,,,,
2972,07/08/19 02:15:00 PM,99.159,28.258,,,,,
2973,07/08/19 02:30:00 PM,99.148,28.258,,,,,
2974,07/08/19 02:45:00 PM,99.114,27.961,,,,,
2975,07/08/19 03:00:00 PM,99.104,27.961,,,,,
2976,07/08/19 03:15:00 PM,99.098,28.357,,,,,
2977,07/08/19 03:30:00 PM,99.090,28.159,,,,,
2978,07/08/19 03:45:00 PM,99.086,28.853,,,,,
2979,07/08/19 04:00:00 PM,99.088,29.752,,,,,
2980,07/08/19 04:15:00 PM,99.091,29.552,,,,,
2981,07/08/19 04:30:00 PM,99.076,29.152,,,,,
2982,07/08/19 04:45:00 PM,99.045,28.655,,,,,
2983,07/08/19 05:00:00 PM,99.048,28.456,,,,,
2984,07/08/19 05:15:00 PM,99.040,28.258,,,,,
2985,07/08/19 05:30:00 PM,99.047,28.159,,,,,
2986,07/08/19 05:45:00 PM,99.025,28.159,,,,,
2987,07/08/19 06:00:00 PM,99.003,28.159,,,,,
2988,07/08/19 06:15:00 PM,99.007,28.258,,,,,
2989,07/08/19 06:30:00 PM,99.011,28.357,,,,,
2990,07/08/19 06:45:00 PM,98.973,27.961,,,,,
2991,07/08/19 07:00:00 PM,98.970,27.370,,,,,
2992,07/08/19 07:15:00 PM,98.957,26.585,,,,,
2993,07/08/19 07:30:00 PM,98.924,26.097,,,,,
2994,07/08/19 07:45:00 PM,98.918,25.513,,,,,
2995,07/08/19 08:00:00 PM,98.895,25.028,,,,,
2996,07/08/19 08:15:00 PM,98.882,24.545,,,,,
2997,07/08/19 08:30:00 PM,98.875,23.773,,,,,
2998,07/08/19 08:45:00 PM,98.856,23.004,,,,,
2999,07/08/19 09:00:00 PM,98.830,22.142,,,,,
3000,07/08/19 09:15:00 PM,98.835,21.091,,,,,
3001,07/08/19 09:30:00 PM,98.821,19.948,,,,,
3002,07/08/19 09:45:00 PM,98.809,18.901,,,,,
3003,07/08/19 10:00:00 PM,98.797,18.045,,,,,
3004,07/08/19 10:15:00 PM,98.828,17.379,,,,,
3005,07/08/19 10:30:00 PM,98.837,16.713,,,,,
3006,07/08/19 10:45:00 PM,98.848,15.951,,,,,
3007,07/08/19 11:00:00 PM,98.865,15.282,,,,,
3008,07/08/19 11:15:00 PM,98.848,14.613,,,,,
3009,07/08/19 11:30:00 PM,98.844,14.134,,,,,
3010,07/08/19 11:45:00 PM,98.868,13.461,,,,,
3011,07/09/19 12:00:00 AM,98.870,12.787,,,,,
3012,07/09/19 12:15:00 AM,98.880,12.110,,,,,
3013,07/09/19 12:30:00 AM,98.881,11.722,,,,,
3014,07/09/19 12:45:00 AM,98.890,11.041,,,,,
3015,07/09/19 01:00:00 AM,98.900,10.651,,,,,
3016,07/09/19 01:15:00 AM,98.902,10.161,,,,,
3017,07/09/19 01:30:00 AM,98.911,9.768,,,,,
3018,07/09/19 01:45:00 AM,98.920,9.373,,,,,
3019,07/09/19 02:00:00 AM,98.902,9.176,,,,,
3020,07/09/19 02:15:00 AM,98.919,8.879,,,,,
3021,07/09/19 02:30:00 AM,98.918,8.382,,,,,
3022,07/09/19 02:45:00 AM,98.911,8.182,,,,,
3023,07/09/19 03:00:00 AM,98.905,7.882,,,,,
3024,07/09/19 03:15:00 AM,98.919,7.682,,,,,
3025,07/09/19 03:30:00 AM,98.914,7.280,,,,,
3026,07/09/19 03:45:00 AM,98.921,6.775,,,,,
3027,07/09/19 04:00:00 AM,98.926,6.370,,,,,
3028,07/09/19 04:15:00 AM,98.918,6.064,,,,,
3029,07/09/19 04:30:00 AM,98.931,5.860,,,,,
3030,07/09/19 04:45:00 AM,98.933,5.655,,,,,
3031,07/09/19 05:00:00 AM,98.933,5.655,,,,,
3032,07/09/19 05:15:00 AM,98.932,5.757,,,,,
3033,07/09/19 05:30:00 AM,98.915,6.370,,,,,
3034,07/09/19 05:45:00 AM,98.936,7.280,,,,,
3035,07/09/19 06:00:00 AM,98.891,8.082,,,,,
3036,07/09/19 06:15:00 AM,98.930,9.373,,,,,
3037,07/09/19 06:30:00 AM,98.933,11.041,,,,,
3038,07/09/19 06:45:00 AM,98.927,11.236,,,,,
3039,07/09/19 07:00:00 AM,98.944,12.497,,,,,
3040,07/09/19 07:15:00 AM,98.960,12.980,,,,,
3041,07/09/19 07:30:00 AM,98.940,13.269,,,,,
3042,07/09/19 07:45:00 AM,98.923,14.038,,,,,
3043,07/09/19 08:00:00 AM,98.929,15.569,,,,,
3044,07/09/19 08:15:00 AM,98.933,16.237,,,,,
3045,07/09/19 08:30:00 AM,98.936,16.903,,,,,
3046,07/09/19 08:45:00 AM,98.929,17.760,,,,,
3047,07/09/19 09:00:00 AM,98.939,18.901,,,,,
3048,07/09/19 09:15:00 AM,98.947,20.424,,,,,
3049,07/09/19 09:30:00 AM,98.960,21.760,,,,,
3050,07/09/19 09:45:00 AM,98.971,22.525,,,,,
3051,07/09/19 10:00:00 AM,98.969,23.292,,,,,
3052,07/09/19 10:15:00 AM,98.966,24.062,,,,,
3053,07/09/19 10:30:00 AM,98.972,24.835,,,,,
3054,07/09/19 10:45:00 AM,98.983,26.195,,,,,
3055,07/09/19 11:00:00 AM,98.977,27.272,,,,,
3056,07/09/19 11:15:00 AM,99.027,28.754,,,,,
3057,07/09/19 11:30:00 AM,98.969,27.862,,,,,
3058,07/09/19 11:45:00 AM,98.958,27.862,,,,,
3059,07/09/19 12:00:00 PM,98.958,28.655,,,,,
3060,07/09/19 12:15:00 PM,98.938,28.953,,,,,
3061,07/09/19 12:30:00 PM,98.978,31.574,,,,,
3062,07/09/19 12:45:00 PM,98.943,30.558,,,,,
3063,07/09/19 01:00:00 PM,98.907,29.853,,,,,
3064,07/09/19 01:15:00 PM,98.935,30.963,,,,,
3065,07/09/19 01:30:00 PM,98.911,32.911,,,,,
3066,07/09/19 01:45:00 PM,98.919,33.953,,,,,
3067,07/09/19 02:00:00 PM,98.897,34.796,,,,,
3068,07/09/19 02:15:00 PM,98.861,32.704,,,,,
3069,07/09/19 02:30:00 PM,98.836,31.880,,,,,
3070,07/09/19 02:45:00 PM,98.812,31.166,,,,,
3071,07/09/19 03:00:00 PM,98.812,30.862,,,,,
3072,07/09/19 03:15:00 PM,98.811,31.472,,,,,
3073,07/09/19 03:30:00 PM,98.786,31.370,,,,,
3074,07/09/19 03:45:00 PM,98.786,32.394,,,,,
3075,07/09/19 04:00:00 PM,98.784,33.430,,,,,
3076,07/09/19 04:15:00 PM,98.772,33.014,,,,,
3077,07/09/19 04:30:00 PM,98.752,31.983,,,,,
3078,07/09/19 04:45:00 PM,98.743,31.370,,,,,
3079,07/09/19 05:00:00 PM,98.715,30.862,,,,,
3080,07/09/19 05:15:00 PM,98.700,30.154,,,,,
3081,07/09/19 05:30:00 PM,98.682,29.652,,,,,
3082,07/09/19 05:45:00 PM,98.671,29.352,,,,,
3083,07/09/19 06:00:00 PM,98.633,28.953,,,,,
3084,07/09/19 06:15:00 PM,98.640,28.853,,,,,
3085,07/09/19 06:30:00 PM,98.630,28.853,,,,,
3086,07/09/19 06:45:00 PM,98.621,28.357,,,,,
3087,07/09/19 07:00:00 PM,98.619,28.060,,,,,
3088,07/09/19 07:15:00 PM,98.607,27.764,,,,,
3089,07/09/19 07:30:00 PM,98.584,27.468,,,,,
3090,07/09/19 07:45:00 PM,98.541,26.977,,,,,
3091,07/09/19 08:00:00 PM,98.567,26.585,,,,,
3092,07/09/19 08:15:00 PM,98.544,26.097,,,,,
3093,07/09/19 08:30:00 PM,98.534,25.416,,,,,
3094,07/09/19 08:45:00 PM,98.523,24.738,,,,,
3095,07/09/19 09:00:00 PM,98.517,23.966,,,,,
3096,07/09/19 09:15:00 PM,98.504,23.100,,,,,
3097,07/09/19 09:30:00 PM,98.479,22.046,,,,,
3098,07/09/19 09:45:00 PM,98.484,21.187,,,,,
3099,07/09/19 10:00:00 PM,98.476,20.138,,,,,
3100,07/09/19 10:15:00 PM,98.492,19.187,,,,,
3101,07/09/19 10:30:00 PM,98.501,18.140,,,,,
3102,07/09/19 10:45:00 PM,98.487,17.284,,,,,
3103,07/09/19 11:00:00 PM,98.489,16.523,,,,,
3104,07/09/19 11:15:00 PM,98.493,15.664,,,,,
3105,07/09/19 11:30:00 PM,98.502,14.900,,,,,
3106,07/09/19 11:45:00 PM,98.499,14.134,,,,,
3107,07/10/19 12:00:00 AM,98.494,13.365,,,,,
3108,07/10/19 12:15:00 AM,98.506,12.690,,,,,
3109,07/10/19 12:30:00 AM,98.517,12.013,,,,,
3110,07/10/19 12:45:00 AM,98.502,11.431,,,,,
3111,07/10/19 01:00:00 AM,98.502,11.041,,,,,
3112,07/10/19 01:15:00 AM,98.513,10.651,,,,,
3113,07/10/19 01:30:00 AM,98.525,10.161,,,,,
3114,07/10/19 01:45:00 AM,98.513,9.768,,,,,
3115,07/10/19 02:00:00 AM,98.509,9.472,,,,,
3116,07/10/19 02:15:00 AM,98.506,9.077,,,,,
3117,07/10/19 02:30:00 AM,98.504,8.680,,,,,
3118,07/10/19 02:45:00 AM,98.509,8.382,,,,,
3119,07/10/19 03:00:00 AM,98.493,8.082,,,,,
3120,07/10/19 03:15:00 AM,98.498,7.782,,,,,
3121,07/10/19 03:30:00 AM,98.501,7.582,,,,,
3122,07/10/19 03:45:00 AM,98.494,7.381,,,,,
3123,07/10/19 04:00:00 AM,98.486,7.179,,,,,
3124,07/10/19 04:15:00 AM,98.490,6.877,,,,,
3125,07/10/19 04:30:00 AM,98.491,6.775,,,,,
3126,07/10/19 04:45:00 AM,98.493,6.674,,,,,
3127,07/10/19 05:00:00 AM,98.471,6.674,,,,,
3128,07/10/19 05:15:00 AM,98.481,6.775,,,,,
3129,07/10/19 05:30:00 AM,98.489,6.978,,,,,
3130,07/10/19 05:45:00 AM,98.486,7.179,,,,,
3131,07/10/19 06:00:00 AM,98.471,7.481,,,,,
3132,07/10/19 06:15:00 AM,98.475,7.882,,,,,
3133,07/10/19 06:30:00 AM,98.484,8.581,,,,,
3134,07/10/19 06:45:00 AM,98.478,8.879,,,,,
3135,07/10/19 07:00:00 AM,98.481,9.275,,,,,
3136,07/10/19 07:15:00 AM,98.470,9.768,,,,,
3137,07/10/19 07:30:00 AM,98.494,10.553,,,,,
3138,07/10/19 07:45:00 AM,98.486,10.846,,,,,
3139,07/10/19 08:00:00 AM,98.478,11.139,,,,,
3140,07/10/19 08:15:00 AM,98.471,12.110,,,,,
3141,07/10/19 08:30:00 AM,98.479,13.173,,,,,
3142,07/10/19 08:45:00 AM,98.474,13.942,,,,,
3143,07/10/19 09:00:00 AM,98.467,14.709,,,,,
3144,07/10/19 09:15:00 AM,98.468,15.473,,,,,
3145,07/10/19 09:30:00 AM,98.466,16.046,,,,,
3146,07/10/19 09:45:00 AM,98.474,16.618,,,,,
3147,07/10/19 10:00:00 AM,98.468,16.999,,,,,
3148,07/10/19 10:15:00 AM,98.457,17.475,,,,,
3149,07/10/19 10:30:00 AM,98.436,18.140,,,,,
3150,07/10/19 10:45:00 AM,98.437,18.996,,,,,
3151,07/10/19 11:00:00 AM,98.474,19.758,,,,,
3152,07/10/19 11:15:00 AM,98.456,20.710,,,,,
3153,07/10/19 11:30:00 AM,98.452,21.569,,,,,
3154,07/10/19 11:45:00 AM,98.451,22.333,,,,,
3155,07/10/19 12:00:00 PM,98.455,23.196,,,,,
3156,07/10/19 12:15:00 PM,98.435,24.062,,,,,
3157,07/10/19 12:30:00 PM,98.450,25.028,,,,,
3158,07/10/19 12:45:00 PM,98.447,25.416,,,,,
3159,07/10/19 01:00:00 PM,98.426,25.416,,,,,
3160,07/10/19 01:15:00 PM,98.425,26.097,,,,,
3161,07/10/19 01:30:00 PM,98.428,26.390,,,,,
3162,07/10/19 01:45:00 PM,98.415,27.075,,,,,
3163,07/10/19 02:00:00 PM,98.416,27.862,,,,,
3164,07/10/19 02:15:00 PM,98.407,27.665,,,,,
3165,07/10/19 02:30:00 PM,98.394,27.862,,,,,
3166,07/10/19 02:45:00 PM,98.376,27.961,,,,,
3167,07/10/19 03:00:00 PM,98.359,28.060,,,,,
3168,07/10/19 03:15:00 PM,98.346,28.555,,,,,
3169,07/10/19 03:30:00 PM,98.332,28.456,,,,,
3170,07/10/19 03:45:00 PM,98.326,28.853,,,,,
3171,07/10/19 04:00:00 PM,98.322,29.053,,,,,
3172,07/10/19 04:15:00 PM,98.294,29.152,,,,,
3173,07/10/19 04:30:00 PM,98.289,28.754,,,,,
3174,07/10/19 04:45:00 PM,98.266,28.456,,,,,
3175,07/10/19 05:00:00 PM,98.244,28.159,,,,,
3176,07/10/19 05:15:00 PM,98.227,27.764,,,,,
3177,07/10/19 05:30:00 PM,98.208,27.567,,,,,
3178,07/10/19 05:45:00 PM,98.200,27.370,,,,,
3179,07/10/19 06:00:00 PM,98.213,27.173,,,,,
3180,07/10/19 06:15:00 PM,98.202,27.173,,,,,
3181,07/10/19 06:30:00 PM,98.209,27.075,,,,,
3182,07/10/19 06:45:00 PM,98.176,26.585,,,,,
3183,07/10/19 07:00:00 PM,98.141,26.292,,,,,
3184,07/10/19 07:15:00 PM,98.134,25.902,,,,,
3185,07/10/19 07:30:00 PM,98.131,25.610,,,,,
3186,07/10/19 07:45:00 PM,98.130,25.125,,,,,
3187,07/10/19 08:00:00 PM,98.111,24.738,,,,,
3188,07/10/19 08:15:00 PM,98.091,24.545,,,,,
3189,07/10/19 08:30:00 PM,98.093,24.158,,,,,
3190,07/10/19 08:45:00 PM,98.080,23.484,,,,,
3191,07/10/19 09:00:00 PM,98.072,22.717,,,,,
3192,07/10/19 09:15:00 PM,98.068,21.855,,,,,
3193,07/10/19 09:30:00 PM,98.046,21.473,,,,,
3194,07/10/19 09:45:00 PM,98.050,20.805,,,,,
3195,07/10/19 10:00:00 PM,98.047,19.853,,,,,
3196,07/10/19 10:15:00 PM,98.064,18.901,,,,,
3197,07/10/19 10:30:00 PM,98.047,18.140,,,,,
3198,07/10/19 10:45:00 PM,98.046,17.475,,,,,
3199,07/10/19 11:00:00 PM,98.060,16.713,,,,,
3200,07/10/19 11:15:00 PM,98.055,16.332,,,,,
3201,07/10/19 11:30:00 PM,98.043,15.855,,,,,
3202,07/10/19 11:45:00 PM,98.051,15.664,,,,,
3203,07/11/19 12:00:00 AM,98.048,15.473,,,,,
3204,07/11/19 12:15:00 AM,98.060,15.187,,,,,
3205,07/11/19 12:30:00 AM,98.071,14.900,,,,,
3206,07/11/19 12:45:00 AM,98.068,14.709,,,,,
3207,07/11/19 01:00:00 AM,98.053,14.517,,,,,
3208,07/11/19 01:15:00 AM,98.064,14.230,,,,,
3209,07/11/19 01:30:00 AM,98.086,13.942,,,,,
3210,07/11/19 01:45:00 AM,98.079,13.846,,,,,
3211,07/11/19 02:00:00 AM,98.057,13.846,,,,,
3212,07/11/19 02:15:00 AM,98.063,13.365,,,,,
3213,07/11/19 02:30:00 AM,98.066,12.980,,,,,
3214,07/11/19 02:45:00 AM,98.079,12.594,,,,,
3215,07/11/19 03:00:00 AM,98.080,12.207,,,,,
3216,07/11/19 03:15:00 AM,98.088,12.304,,,,,
3217,07/11/19 03:30:00 AM,98.089,12.594,,,,,
3218,07/11/19 03:45:00 AM,98.100,12.594,,,,,
3219,07/11/19 04:00:00 AM,98.115,12.787,,,,,
3220,07/11/19 04:15:00 AM,98.117,12.401,,,,,
3221,07/11/19 04:30:00 AM,98.097,12.013,,,,,
3222,07/11/19 04:45:00 AM,98.119,11.625,,,,,
3223,07/11/19 05:00:00 AM,98.117,11.334,,,,,
3224,07/11/19 05:15:00 AM,98.120,11.236,,,,,
3225,07/11/19 05:30:00 AM,98.104,11.041,,,,,
